사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-21,6호선,449,디지털미디어시티,110,4,5529,3207,13638,13304,44088,26911,47064,72484,23676,29279,14196,11349,12147,9545,12339,10397,11462,11182,10987,11447,12676,12920,17288,17357,31219,23184,50819,40319,20044,30687,10258,17289,8491,16214,7227,18486,1920,7187,30,1186,1,2,0,0,0,0
Jun-21,6호선,450,월드컵경기장(성산),1,0,1113,1141,2491,3081,8391,5507,10599,9574,5626,8695,5322,9140,6251,9170,6619,9355,6931,10352,7996,10879,10401,9465,13834,8709,12938,8873,12811,12167,7006,8894,5084,4944,4442,3826,3739,3764,952,1459,0,79,0,0,0,0,0,0
Jun-21,6호선,451,마포구청,17,0,6867,2218,13088,8084,39316,14535,52128,35605,29930,17216,19320,12645,17419,11341,17595,13818,17431,14492,15961,14515,16731,16946,19019,19008,24123,24479,36566,40811,16429,30349,11804,18176,12241,16722,9491,20810,2568,8910,0,58,0,0,0,0,0,0
Jun-21,6호선,452,망원,2,0,5393,787,9804,4925,26835,9019,38323,32551,22657,29285,16105,19617,15597,21624,18273,24922,18907,26761,19313,25660,20920,27998,23503,30100,27462,35158,36915,48045,24012,33596,20407,16900,21931,14653,19240,15531,4391,7538,0,0,0,0,0,0,0,0
Jun-21,6호선,453,합정,3,0,3550,1185,5830,6529,13609,17025,20314,43415,13845,26847,10704,15753,11781,16856,14006,17335,15809,19908,17294,17943,19470,18467,22386,21430,29520,27490,45512,38335,28090,24600,24186,11474,32333,10384,32825,12199,5930,5629,2,45,0,0,0,0,0,0
Jun-21,6호선,454,상수,8,0,1209,968,3031,2923,8201,6327,12729,24687,7970,19716,5909,14104,6512,12953,8342,14355,9628,16468,10271,14466,11333,14807,13531,17334,17960,22101,26454,28390,17657,18382,14871,8701,20636,6148,25372,7039,4308,3304,0,39,0,0,0,0,0,0
Jun-21,6호선,455,광흥창(서강),7,1,2658,1214,6802,4507,18523,16694,24132,36554,14635,16104,10990,9547,11183,8056,10477,8346,10349,9397,11350,9119,11196,9828,13187,10860,19825,13705,31203,21451,13198,16211,8551,9642,7932,8640,6728,11176,1608,4107,1,102,0,0,0,0,0,0
Jun-21,6호선,456,대흥(서강대앞),19,0,2006,868,5458,4491,15004,14288,19996,31359,11584,15648,8429,10007,8235,8620,10494,10723,10298,11241,9900,9687,11629,10250,14323,11967,19331,13971,24401,21641,11983,14225,8765,8279,8979,7643,9576,9423,2287,4417,1,175,0,0,0,0,0,0
Jun-21,6호선,457,공덕,114,2,4643,1766,7647,10036,20724,37229,28121,97068,18342,48896,15213,21788,16745,16948,18643,17189,20191,17322,20294,16793,23963,16598,29490,19210,49843,25339,86562,37639,33672,23703,24738,13260,26720,12679,24656,15259,4463,5690,24,1615,0,0,0,0,0,0
Jun-21,6호선,458,효창공원앞,29,0,2145,404,4930,3227,16099,6579,24111,22428,13277,12463,8849,7126,7909,6740,8878,7247,8665,7671,8342,7519,8791,7698,11518,9403,13896,11423,21635,18284,9655,12868,5730,7663,5637,7495,4871,8302,1213,3361,1,332,0,0,0,0,0,0
Jun-21,6호선,459,삼각지,3,0,1458,640,3306,4591,7738,13051,11894,22477,7616,9060,5310,6300,6351,5874,7658,6242,8549,6373,8825,6162,10093,6034,12042,6308,18180,8697,22954,12109,10210,7964,7530,5464,7948,5195,8268,7860,1904,2686,0,119,0,0,0,0,0,0
Jun-21,6호선,460,녹사평(용산구청),12,0,860,400,1846,4167,4758,9942,7852,18165,5080,8081,4065,6692,4307,6083,4944,7584,5882,8263,6291,7923,7326,7925,11119,9029,13121,10363,17950,14076,10427,8746,9383,4610,12054,3623,14436,4447,2228,1785,0,137,0,0,0,0,0,0
Jun-21,6호선,461,이태원,2,0,2060,1050,4506,7071,8905,10643,13616,25199,9764,21120,7473,13631,8513,13916,10300,15180,11614,16853,13034,16476,15519,17274,20381,20454,24967,25353,28878,31235,20833,22000,19010,11395,28096,8503,29870,9262,4394,4547,2,473,0,0,0,0,0,0
Jun-21,6호선,462,한강진,2,0,541,557,1171,6738,3023,19009,4648,35317,3686,27053,2897,14779,3495,15113,4814,14705,5951,19797,7874,14014,11449,14081,19926,14890,28377,18385,31446,23065,21903,11267,17247,3088,24489,2692,26973,2913,2105,1364,0,746,0,0,0,0,0,0
Jun-21,6호선,463,버티고개,1,0,682,325,1775,1319,4733,2662,7145,4817,3947,2980,2582,2307,2533,2049,2797,2104,2593,2493,2384,2757,2828,2981,3216,3035,4109,4224,5331,6099,2854,4811,1806,2841,1593,2943,1652,3608,410,1443,0,77,0,0,0,0,0,0
Jun-21,6호선,464,약수,5,0,1432,241,1870,1900,5091,5984,7128,16933,5193,8102,4251,4933,4281,4521,4707,4212,4968,4809,4744,4248,5395,4694,6263,5088,8409,6090,12527,8207,5726,5607,4588,2926,4973,2698,4164,3286,914,1266,3,78,0,0,0,0,0,0
Jun-21,6호선,465,청구,2,0,1708,504,2999,2344,7070,6993,9968,24775,5686,10460,4291,4688,3917,3803,4032,3694,4356,4237,4141,3905,4465,4409,5644,4913,6962,5899,13493,7174,8365,5457,4833,3618,4363,3258,3778,3940,924,1774,2,177,0,0,0,0,0,0
Jun-21,6호선,466,신당,141,1,7854,874,5365,6169,6579,16263,9532,39255,8589,21843,7808,12443,9587,9904,10598,8240,9391,9492,9997,8071,14237,7259,15039,8915,17901,10163,25431,14312,14109,16631,11398,8680,12658,6274,13410,7270,2960,9052,5,964,0,0,0,0,0,0
Jun-21,6호선,467,동묘앞,116,1,4530,687,4662,4348,8598,9436,12551,26699,10830,19651,10055,14208,12053,14003,14600,12676,14369,13983,16033,13656,18140,13527,18968,12649,21670,12586,23245,15325,12142,11743,7855,7420,7118,7048,5753,8527,1535,7267,0,821,0,0,0,0,0,0
Jun-21,6호선,468,창신,2,0,2386,303,5279,2059,14596,6774,16394,5990,8401,3131,4768,2420,4043,2345,4034,2739,3819,2974,3580,2836,3886,3703,6891,4284,4875,5820,4540,9137,2579,7381,2163,4466,1882,4573,1291,5538,399,2422,0,52,0,0,0,0,0,0
Jun-21,6호선,469,보문,5,0,3650,932,7160,3807,18599,8480,28111,18999,14943,9162,9102,6155,8414,5540,9194,6362,9109,7045,8648,6302,9204,7484,11152,8669,12693,12542,16036,20471,7925,16263,6040,10257,5799,9858,4856,12829,1761,6435,0,133,0,0,0,0,0,0
Jun-21,6호선,470,안암(고대병원앞),2,0,1395,1167,2989,5343,7996,16530,10571,35268,9066,31528,10485,17977,12606,12973,13238,14619,12962,17438,14828,13646,18934,11641,23409,11659,35925,14092,29410,17294,15585,13215,13427,8346,15926,8685,16043,10899,4807,5947,4,601,0,0,0,0,0,0
Jun-21,6호선,471,고려대(종암),41,4,3769,899,7132,3956,20845,10687,25062,25975,13055,11572,8823,7380,8791,7128,9686,7355,11063,9334,9236,7750,10455,8484,14318,9876,19473,12435,18192,20719,8782,17437,6527,10363,7069,10558,6327,11800,1623,6587,1,122,0,0,0,0,0,0
Jun-21,6호선,472,월곡(동덕여대),14,0,6581,882,12769,4034,39801,6833,43486,23053,22329,15716,14954,11024,13739,10336,14019,11392,13691,11871,12632,12102,12573,14687,14379,19124,16654,23135,23465,38021,11658,32128,8142,16716,7438,16561,5461,17285,1921,8399,1,141,0,0,0,0,0,0
Jun-21,6호선,473,상월곡(한국과학기술연구원),13,1,4695,508,9008,1904,25215,3483,28403,12566,14400,6506,8861,5057,8067,4844,7920,5522,7424,5782,6919,6110,6337,7602,7657,8789,8107,12451,9533,18376,6150,16366,3011,9882,2594,9169,2204,10604,1015,5314,0,102,0,0,0,0,0,0
Jun-21,6호선,474,돌곶이,29,2,6121,782,13916,3073,36163,5800,39620,15772,19350,9762,12622,8330,10647,7565,11506,9084,11812,9033,11173,9332,10334,11605,11232,13714,12171,18905,12958,30487,8942,26520,5333,15256,5147,12356,4958,15148,1472,7513,0,121,0,0,0,0,0,0
Jun-21,6호선,475,석계,958,7,8601,1869,19573,4513,48711,7831,53987,13140,27236,9810,18551,9102,15623,10461,16055,12638,15616,12879,14043,13721,13468,17539,15123,22455,14992,29109,13595,49803,9978,43313,7322,23292,7314,20306,6517,22777,2166,11588,23,705,0,0,0,0,0,0
Jun-21,6호선,476,태릉입구,10,1,4295,845,7117,2756,18472,3967,20939,7696,10689,6292,7254,5076,6500,5792,7397,5954,7490,6881,6952,6872,6832,7881,7434,10050,8326,12728,8103,22313,5363,19264,3944,9512,3857,9530,3600,10841,1150,6270,4,725,0,0,0,0,0,0
Jun-21,6호선,477,화랑대(서울여대입구),15,0,5879,943,21485,3262,60170,7335,53016,12636,23726,8195,15312,6647,13334,6964,13376,7490,12608,8466,11287,8628,11802,10686,14142,12924,14326,19550,11787,34865,6686,31867,4530,17781,3872,15275,3246,16692,1030,8939,0,603,0,0,0,0,0,0
Jun-21,6호선,478,봉화산(서울의료원),58,3,4808,1073,14992,2945,48580,5593,39241,12316,17094,6540,12776,5868,10591,5302,10559,8190,9770,8995,9122,8673,8748,10484,9602,12567,11241,18031,9959,30358,4960,28863,3673,16259,3420,13291,2978,15370,778,7348,3,594,0,0,0,0,0,0
Jun-21,6호선,479,신내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,7호선,480,장암,0,0,1554,105,6131,1587,15466,1389,10649,1958,3454,2551,2071,2680,1632,2017,1998,1772,2093,1356,2418,1285,2920,1203,3392,1182,3653,1413,3043,2867,1842,3060,1132,1545,938,976,404,612,134,500,0,7,0,0,0,0,0,0
Jun-21,7호선,481,도봉산,40,0,4712,930,17613,5043,52728,7865,40079,13235,18934,16006,11187,16336,10193,13013,11145,12510,10271,12008,10547,11653,11741,12253,13267,15474,12310,20140,11188,34412,5668,40611,3836,22208,2826,19354,2387,19606,544,11366,26,1462,0,1,0,0,0,0
Jun-21,7호선,482,수락산,22,2,9631,923,21884,5283,53480,9127,48355,18474,27544,17218,18801,16242,16467,14880,18142,15231,18430,14036,17388,13807,18124,17053,19214,20951,19605,26403,19118,41439,11861,43715,8048,24601,6661,20332,4711,21558,1273,11857,9,1333,0,0,0,0,0,0
Jun-21,7호선,483,마들,5,0,9749,1211,24066,2800,62879,8219,56733,10799,28196,9153,19086,8955,16784,10017,17295,11057,15538,12257,13924,13307,13961,16397,13449,19356,11953,26226,11176,42129,6854,45611,5560,24448,4077,20570,3759,21708,1211,12915,8,846,0,0,0,0,0,0
Jun-21,7호선,484,노원,42,1,6569,2070,14965,6629,37301,18884,36964,44202,26938,41057,25952,31833,27114,27187,29210,28495,30154,33197,31327,33491,33872,34714,37699,37163,38260,42596,42641,57828,26931,48602,26979,21841,23404,17447,23782,17536,4033,10932,17,920,0,0,0,0,0,0
Jun-21,7호선,485,중계,19,0,8886,2095,23580,4455,61593,15889,60824,24801,32452,12698,21362,9400,18636,9456,19943,13006,17579,14129,14952,13777,17299,16018,21820,18419,19053,25500,16673,43244,8613,43908,6149,24630,7019,21454,5193,23780,1568,12330,2,791,0,0,0,0,0,0
Jun-21,7호선,486,하계,7,0,8081,1144,24371,6647,69062,17130,69883,24235,37260,18162,25355,14630,23483,14382,24675,18383,22159,20239,21145,19625,24399,22579,27349,25715,27326,33793,23153,54013,13434,54770,9989,29318,10296,25550,8796,28857,2356,15172,4,979,0,0,0,0,0,0
Jun-21,7호선,487,공릉(서울과학기술대),16,0,6119,956,14237,4339,36819,12561,41332,22625,22549,14916,16171,11328,14873,10656,15924,12971,16049,14603,15292,13720,17715,16753,20309,19645,19186,24330,21656,38489,12157,36588,10224,18460,9668,16243,8909,19369,2176,11305,4,397,0,0,0,0,0,0
Jun-21,7호선,488,태릉입구,121,0,7007,1255,8123,5181,21450,8324,25342,16684,16115,10666,11588,8502,9992,8343,11245,9373,11213,9608,11310,9520,12284,10591,13611,12631,16823,16144,17497,22959,10370,20435,7337,12219,7783,11256,6459,13255,2025,6055,6,2213,0,0,0,0,0,0
Jun-21,7호선,489,먹골,6,0,7579,739,13376,3665,35587,5300,43150,14933,24871,8963,14620,8437,12801,9450,13703,10002,13517,10676,12040,11717,11980,13915,12837,17550,14025,22871,15304,36355,9630,32466,6571,18302,5879,16068,4515,17392,1382,8151,2,563,0,0,0,0,0,0
Jun-21,7호선,490,중화,15,0,8997,943,15255,4253,37623,8215,47546,22743,25708,11872,15509,8544,14017,8982,14786,10038,13490,10757,12140,11674,12365,14637,14076,17853,16404,22748,18153,36546,10533,34176,6939,18893,6752,16618,5306,19493,1467,9016,3,587,0,0,0,0,0,0
Jun-21,7호선,491,상봉(시외버스터미널),331,2,10667,1458,19517,6839,53573,14085,72679,32726,34694,20288,20528,14514,18850,14510,20202,15853,19576,17685,19165,17455,19832,19926,23770,24783,29213,33965,32027,59368,20661,52172,15399,27330,15642,23955,12616,26351,3212,12374,24,1485,0,0,0,0,0,0
Jun-21,7호선,492,면목,30,0,13251,850,23189,5440,58480,8830,73933,23379,39395,15684,22079,13561,19238,12997,20332,14881,19111,16398,17616,16401,17174,21483,19213,27724,19680,34475,19743,54220,14856,49523,9062,27670,7770,24850,5954,26966,1752,13403,2,1236,0,0,0,0,0,0
Jun-21,7호선,493,사가정,14,1,11738,1483,23269,7123,56451,12281,71900,25877,40945,16718,25321,14950,21098,15012,21975,16470,20902,17088,18946,18468,18737,23598,21043,28622,23246,37774,23818,62772,16371,53767,11518,29063,10500,24722,9129,26475,2525,12356,8,1253,0,0,0,0,0,0
Jun-21,7호선,494,용마산(용마폭포공원),6,1,4916,573,10692,2295,24578,4226,30154,10592,16199,5974,9170,5477,7437,4820,7508,5832,7094,5953,6452,6267,6653,7993,7388,9910,7344,12927,7670,21695,5210,19351,2931,10881,2514,10829,1918,12386,758,5204,4,418,0,0,0,0,0,0
Jun-21,7호선,495,중곡,5,1,5608,577,12625,4861,31206,10653,46519,18936,25151,9636,14256,7966,12538,7549,12231,8399,11806,9217,10695,10362,11432,12530,16345,14510,16283,19378,13264,31248,9375,26209,5730,15908,5416,14211,4353,16144,1083,7459,4,124,0,0,0,0,0,0
Jun-21,7호선,496,군자(능동),47,0,8592,996,14406,5869,35174,8823,57896,28355,37627,17562,19085,11152,16007,10495,17020,10597,17223,11717,15675,12357,15892,15534,18190,17604,22988,25294,32507,42526,18589,34003,14512,18976,15389,17034,14570,19179,3196,8439,13,499,0,2,0,0,0,0
Jun-21,7호선,497,어린이대공원(세종대),10,1,3420,1186,7431,10314,17912,14681,31077,47087,21839,28592,12253,17898,11856,14479,14859,16212,14794,18300,15622,16017,19011,16122,24338,15944,34494,19309,39517,27070,19967,21114,14156,12748,15033,12644,15226,15018,4299,7749,6,271,0,0,0,0,0,0
Jun-21,7호선,498,건대입구,38,0,3409,822,4266,6875,12050,16877,17860,32191,13988,24204,11822,18451,12783,15976,13800,17470,15007,20061,16965,18598,20611,19076,24133,19023,32730,24296,30889,35848,21302,24186,24484,11849,23180,10450,23100,10206,5807,4668,5,1946,0,0,0,0,0,0
Jun-21,7호선,499,뚝섬유원지,15,0,5652,497,9152,4106,20701,6535,29869,13944,18563,9148,9924,7392,8463,8141,8771,9176,8930,10818,8801,12307,10783,14993,13064,17134,14791,23386,16189,34444,13534,26070,16028,17518,19745,15773,20068,18252,10453,6540,26,406,0,0,0,0,0,0
Jun-21,7호선,500,청담,15,0,2060,3717,5796,28235,9827,59790,12675,146850,10332,94613,10554,37236,12514,20316,14999,19401,18262,21246,20101,18351,28531,16192,37049,15696,60241,16908,110223,18743,56048,12319,30627,8190,28905,7615,26448,6301,4327,2850,6,1375,0,0,0,0,0,0
Jun-21,7호선,501,강남구청,9,0,1301,1828,3536,13349,6589,33024,8985,107445,8154,96843,8208,36735,10080,22242,12116,19016,14080,20468,17995,16267,22794,14963,27622,14928,42459,16259,87704,18551,51334,11378,30456,7475,33591,6324,29912,5361,4728,2753,6,288,0,0,0,0,0,0
Jun-21,7호선,502,학동,5,0,1841,3021,4373,25217,8347,55744,10997,188308,9908,139190,10402,46667,12560,23649,15692,19458,18679,22867,22902,19399,29356,16260,37306,16760,70484,16970,167777,18552,74965,11349,35944,7379,36446,6302,31197,6132,5630,2914,2,204,0,0,0,0,0,0
Jun-21,7호선,503,논현,8,1,2171,1313,4416,18840,8443,44925,14948,121151,12885,102003,11329,38732,13520,23699,15433,21336,16814,23507,20464,21575,24874,19994,31150,20702,54679,25116,106973,34151,57814,18923,36954,9945,40821,8129,46157,8275,7845,4116,31,374,0,0,0,0,0,0
Jun-21,7호선,504,반포,5,0,802,519,2696,6244,7622,11748,10393,19030,6964,15937,4996,7921,5244,8728,6903,8669,7645,8713,7964,7553,9846,7484,13196,7906,15451,8673,16583,11138,11286,6639,8835,4080,10162,3730,8250,4433,1797,1568,8,93,0,0,0,0,0,0
Jun-21,7호선,505,고속터미널,6,12,1094,2715,2919,24582,10121,37150,16522,51680,19088,33928,19023,23231,21462,20799,21916,19955,22335,23222,23221,20618,31708,16228,35288,16024,53634,17045,49850,20324,29273,13326,28939,7985,26993,7914,22617,6019,5514,2100,2,162,0,0,0,0,0,0
Jun-21,7호선,506,내방,2,0,2335,1303,6923,10702,17229,24231,26722,83020,17888,43235,13837,18757,13489,14301,14179,14044,16288,15584,16555,14458,17830,15078,22406,15942,36052,20068,71436,28422,24732,19870,16667,11140,17647,10057,14936,11526,2743,4272,1,1556,0,0,0,0,0,0
Jun-21,7호선,507,이수,23,0,4625,1044,8971,9219,27027,14632,41310,41985,26257,27620,17652,19072,17010,16914,18787,17299,20412,19451,20135,19087,21380,20754,24521,24751,29006,32314,42641,52883,23396,34072,22013,17784,26103,15541,24780,16948,4545,7306,7,561,0,0,0,0,0,0
Jun-21,7호선,508,남성,1,0,5471,734,12672,3630,38281,7180,55199,14620,30598,10994,17360,10108,14563,9369,13576,10377,14482,11520,12552,11968,12080,14888,12751,17643,13544,22873,14227,39659,7766,29775,7228,17847,7316,16397,5334,18961,1570,8023,13,277,0,0,0,0,0,0
Jun-21,7호선,509,숭실대입구(살피재),7,0,5761,664,12465,3633,37070,8308,50112,18821,27824,17255,16396,12902,14799,12369,15059,13222,15890,14669,14829,14391,14938,16495,17374,20123,20475,27408,18955,45099,11375,33864,9536,20015,10113,18893,9738,21760,2570,9592,3,589,0,0,0,0,0,0
Jun-21,7호선,510,상도,0,0,4944,1136,11350,4366,33992,8003,43085,17424,25757,13691,15501,9822,13107,8944,13532,10102,13532,11624,12603,11618,12555,13578,15196,16045,16890,21645,17432,37372,9492,28191,7853,16883,7549,15896,7439,18899,2158,7724,8,473,1,0,0,0,0,0
Jun-21,7호선,511,장승배기,27,0,6818,1038,11683,3978,28685,8067,42095,18376,24368,10916,14478,9430,12346,9691,12268,9703,12655,10406,11406,11119,11327,13263,12610,15782,13041,20021,15716,32049,8154,25679,6460,14587,6222,14011,5309,15479,1448,6709,5,454,0,0,0,0,0,0
Jun-21,7호선,512,신대방삼거리,18,0,10822,999,18299,7320,50930,13529,76482,31174,41744,18799,22490,12979,19652,12772,20721,13583,18522,15550,17513,16838,17767,19165,20806,23639,23009,32837,29416,60044,14723,45488,11639,27199,9850,24931,8647,26338,2317,13094,5,608,0,0,0,0,0,0
Jun-21,7호선,513,보라매,25,0,6248,1232,8328,6631,22197,18822,32865,41692,18235,12674,10954,8616,11029,8022,10858,9558,10511,10027,10330,9321,12358,9975,17540,12123,17826,17396,33131,28428,11373,22203,8504,11703,8282,11166,6799,12862,1549,5579,6,492,0,0,0,0,0,0
Jun-21,7호선,514,신풍,57,2,10622,1047,16965,4817,42023,11814,52488,21054,28915,11606,16295,9477,13588,9825,14697,10791,14285,11737,12810,12006,13360,14288,15505,18490,16559,27421,18907,42465,10493,31670,7485,18249,6708,18187,5305,19462,1395,8137,5,1047,0,0,0,0,0,0
Jun-21,7호선,515,대림(구로구청),30,0,11644,1033,8197,3496,15081,6640,20331,18921,16008,12975,10696,13567,10878,13083,12411,12463,12501,12598,13137,12024,14187,13561,14658,14326,16324,21762,18084,23634,11587,14964,8839,9741,8241,11528,7009,10700,1650,4072,8,184,0,0,0,0,0,0
Jun-21,7호선,516,남구로,39,1,19836,1646,15944,7331,31148,33402,34318,105326,21800,49499,14244,18340,12865,13794,14275,13204,13883,14387,13642,13434,15486,15985,18948,20071,40605,32539,79741,31660,34058,22257,18344,14172,13661,16973,10197,16687,2450,6998,4,203,0,0,0,0,0,0
Jun-21,7호선,517,가산디지털단지,559,2,7163,5817,9171,26732,21722,125126,24427,409884,17342,224717,16832,58016,21812,34997,27262,32509,32137,32687,37029,29238,45655,27348,65095,26193,189869,28419,336992,34452,135495,25129,72456,13580,63073,11324,37375,11871,7340,5676,61,456,0,0,0,0,0,0
Jun-21,7호선,518,철산,13,0,10323,4805,27178,10358,80356,16241,88586,34834,43063,25864,27127,19695,24709,18925,25705,20992,24714,22890,22744,23359,23701,28158,28160,33975,34317,51999,34196,89989,19965,72626,18813,34693,19830,29943,17765,32320,3882,14753,38,1329,0,0,0,0,0,0
Jun-21,7호선,519,광명사거리,146,1,22226,5332,32162,11641,81591,17101,94543,27503,48504,22640,29540,21573,27300,22846,29157,24396,28474,25984,26251,27209,25859,32744,30527,38835,33382,53177,31969,83726,20441,67465,16842,34849,13595,31010,10321,30783,2703,15068,29,1598,0,0,0,0,0,0
Jun-21,7호선,520,천왕,5,5,7155,1444,17185,5047,51092,8533,61621,14323,30325,7827,15219,6644,12656,7687,12955,9732,12632,10103,11398,10725,11781,13012,13723,17237,13868,24414,12591,46600,6947,39468,4845,20997,4016,18053,3235,17787,970,8307,10,844,0,0,0,0,0,0
Jun-21,7호선,521,온수(성공회대입구),95,0,7610,1060,15967,3988,48981,11292,58703,16814,24280,9577,11994,6629,10630,6137,11435,7657,10025,8265,8776,8532,10384,10688,15555,12792,14198,21388,13454,41406,6611,33547,4437,17691,4273,16177,3177,15652,926,9286,8,2894,0,1,0,0,0,0
Jun-21,7호선,522,까치울,1,0,4116,898,11017,3736,32687,6382,38833,10221,18122,5722,9618,5569,8609,7036,9479,7640,9401,7780,8683,7404,9139,8866,10607,12050,11267,18210,11157,29414,5901,27297,5032,13767,4637,13506,2974,14621,828,5976,6,168,0,0,0,0,0,0
Jun-21,7호선,523,부천종합운동장,20,0,3359,945,6270,3824,17701,6081,20025,11133,10224,5018,6345,4363,5994,3646,5563,3334,5138,4322,4693,4285,4988,4661,6490,5431,8146,7655,10286,13136,3992,12350,2835,6100,2241,5814,1729,6226,485,3230,2,116,0,0,0,0,0,0
Jun-21,7호선,524,춘의,10,0,5616,1509,10041,6665,24220,29159,25331,52501,13142,17527,8756,7822,8057,6206,8472,6775,8687,7877,8284,6939,9088,7468,11393,8696,28167,12371,42906,19979,15918,17474,9936,11193,8057,10040,4517,9980,1094,5127,9,185,0,0,0,0,0,0
Jun-21,7호선,525,신중동,7,1,5785,2175,16944,5866,46327,15773,43776,46991,21985,25234,15483,15064,14864,12962,16092,13752,15730,15246,15943,15145,17002,15619,19919,19382,26639,28466,43322,46105,17841,39517,17813,20815,13025,15950,12570,17103,3006,10443,30,306,0,0,0,0,0,0
Jun-21,7호선,526,부천시청,9,1,5727,2464,16298,6727,44625,14974,41476,25603,19744,20009,13729,11687,13448,12600,14850,13958,14036,15431,14157,15882,15934,15868,19889,18697,23569,26525,26693,43574,15838,39997,15627,19095,14248,14193,12286,14869,2572,9872,33,551,0,0,0,0,0,0
Jun-21,7호선,527,상동,11,0,4610,1957,15750,4953,41362,12691,35771,28447,17335,27133,13187,15219,13549,15283,15465,16676,15597,17859,16029,16952,18092,17578,20861,19546,23524,28991,29157,44413,17636,40078,15173,17262,17947,14244,16832,14855,3949,9491,74,1226,0,0,0,0,0,0
Jun-21,7호선,528,삼산체육관,11,0,3697,558,10816,2024,26197,3688,23359,6650,11523,4092,7406,3126,6932,3883,6521,5350,6543,5551,6343,5135,6290,5764,7514,7026,6402,9848,5535,19537,3028,17010,2264,9126,1990,8321,1739,9100,828,5336,10,865,0,0,0,0,0,0
Jun-21,7호선,529,굴포천,11,0,6503,610,14932,3597,37077,5087,38346,13403,18332,10075,11319,7308,10532,7440,10778,8644,10274,9859,9679,10007,9805,11378,11291,13956,12692,19548,14110,41757,7663,35108,6559,19180,6364,15492,6107,15677,2168,8697,83,1270,0,0,0,0,0,0
Jun-21,7호선,530,부평구청,54,0,5734,472,16314,3694,37024,6981,31643,11924,15600,4979,9840,4766,8850,4799,9232,5744,8396,6299,7463,6467,8143,7175,8299,9163,12142,12350,11494,23968,6096,25486,4781,15732,4449,12264,3617,13043,1250,6834,12,940,0,0,0,0,0,0
Jun-21,8호선,531,암사,41,0,14857,963,26895,6430,80387,8851,102644,19165,48476,13968,25808,11785,22264,12891,22638,16544,21663,16111,19120,18329,18067,23835,20064,26972,20736,39510,22294,71693,12043,55385,9492,30517,7820,29789,6001,30093,1645,13257,2,1262,0,0,0,0,0,0
Jun-21,8호선,532,천호(풍납토성),53,0,11529,1816,16829,10520,40796,14112,54898,27241,30451,21706,17665,17652,16611,17236,18422,19784,18858,20706,18049,20928,18817,26549,21154,30421,26142,40865,27610,66282,18434,46692,16452,23943,14068,21409,11813,22047,2357,10552,3,1047,0,0,0,0,0,0
Jun-21,8호선,533,강동구청,9,3,5122,1109,10840,5081,31655,14677,40664,33614,22157,14021,13487,10229,11938,9650,12741,9497,12751,11919,12221,11893,12853,12240,14632,16161,17275,21480,26647,34626,9761,25553,7023,14679,6587,13541,5198,15522,1213,5854,0,493,0,0,0,0,0,0
Jun-21,8호선,534,몽촌토성(평화의문),2,0,1505,1094,3736,4768,10713,8634,15780,25743,8668,14778,6362,7616,5808,6810,6618,7207,7192,7200,7023,6855,7941,6961,9847,7946,14521,10026,21855,15379,8817,10403,6607,6361,6855,5323,6582,6688,1595,2422,1,128,0,0,0,0,0,0
Jun-21,8호선,535,잠실(송파구청),7,0,1337,2087,4124,10594,8747,27972,12805,70867,8605,37624,8405,23635,10939,24212,13107,25724,15564,25320,18827,24340,23265,25433,27836,24592,39183,29195,59833,37506,32798,19646,29676,10061,28607,7477,25144,7007,3992,2658,2,316,0,0,0,0,0,0
Jun-21,8호선,536,석촌,0,0,3271,576,5593,4184,15415,8446,23239,21261,12272,16989,9121,10576,8966,10859,9646,11690,9802,12049,9725,12087,10690,13289,12356,14288,15383,19944,19020,27389,10637,18930,8585,10583,9738,9740,9207,9902,1668,4580,1,488,0,0,0,0,0,0
Jun-21,8호선,537,송파,13,0,2518,733,8399,5027,24280,11031,29065,17466,15395,8868,10605,6843,10084,7109,9787,7634,9176,8939,9054,8833,11345,10159,14175,12021,12183,16255,14793,25827,7649,19978,5446,10316,4416,10291,3577,10413,878,4563,3,430,0,0,0,0,0,0
